EmpID,Age,JobLevel,MonthlyIncome,TotalWorkingYears,YearsAtCompany
RM1125,39,3,8237,11,7
RM1149,39,2,5377,10,7
RM1156,39,2,3069,11,10
RM1160,39,2,5042,10,9
RM1176,39,2,5295,7,5
RM1241,39,2,6472,9,9
RM1293,39,2,4127,7,2
RM1336,39,2,3902,7,2
RM1367,39,2,5736,10,3
RM1373,39,2,5151,10,10
RM1430,39,2,4108,18,7
RM1467,39,3,9991,9,7
RM1467,39,3,9991,9,7
RM151,40,2,5605,20,20
RM159,40,3,10855,15,12
RM204,40,2,2741,15,7
RM209,40,2,4876,5,3
RM244,40,2,3319,9,9
RM336,40,2,7457,6,4
RM362,40,1,2213,10,7
RM369,40,2,6380,8,6
RM388,40,2,5715,8,5
RM392,40,2,3448,20,1
RM459,40,3,10932,20,1
RM534,40,3,10475,20,18
RM554,40,1,2342,5,4
RM583,40,2,4244,8,8
RM602,40,2,5094,10,1
RM685,40,3,9705,11,1
RM692,40,1,3617,3,1
RM769,40,2,8396,8,7
RM786,40,3,10322,14,11
RM846,40,2,4422,16,1
RM867,40,2,4327,5,0
RM885,40,2,6852,7,5
RM947,40,3,9094,9,5
RM958,40,1,3544,6,4
RM960,40,2,4661,9,9
RM968,40,1,2387,7,4
RM979,40,2,6377,15,12
RM1030,40,2,3975,11,8
RM1046,40,1,2345,8,3
RM1084,40,1,2018,15,5
RM1095,40,2,5473,9,8
RM1099,40,2,4069,8,2
RM1133,40,2,4639,5,5
RM1157,40,3,10435,18,18
RM1165,40,3,7945,18,4
RM1172,40,1,2166,10,4
RM1230,40,2,6516,18,1
RM1287,40,1,3377,7,4
RM1300,40,2,6513,12,5
RM1305,40,2,4448,15,7
RM1410,40,2,6323,10,10
RM1411,40,2,5677,15,11
RM1428,40,1,2406,8,1
RM1456,40,1,2809,8,2
RM1458,40,1,2001,20,5
RM001,41,2,5993,8,6
RM134,41,3,8189,12,9
RM149,41,1,2238,7,5
RM167,41,1,2451,13,9
RM183,41,1,3140,4,4
RM243,41,2,3072,17,1
RM347,41,2,6032,8,5
RM367,41,2,9355,8,8
RM404,41,3,8392,10,10
RM447,41,2,6230,16,14
RM460,41,2,6811,10,8
RM668,41,1,2778,10,7
RM687,41,1,4721,20,18
RM738,41,2,5003,8,2
RM784,41,1,3376,10,10
RM831,41,1,4766,6,1
RM865,41,1,2107,5,1
RM952,41,2,6151,19,19
RM961,41,2,4103,10,9
RM989,41,2,5467,12,6
RM1029,41,1,2127,7,4
RM1197,41,3,7082,21,2
RM1219,41,3,9241,10,10
RM1229,41,2,6430,10,3
RM1267,41,1,2289,5,5
RM1295,41,2,6870,11,3
RM1296,41,3,10447,23,22
RM1357,41,2,4393,14,5
RM1421,41,1,2782,12,5
RM1449,41,2,8938,14,5
RM028,42,2,6825,10,9
RM198,42,2,5265,11,5
RM254,42,2,6545,10,3
RM257,42,1,2593,10,9
RM282,42,2,4907,20,20
RM351,42,1,2696,4,3
RM357,42,2,6781,14,1
RM389,42,1,2576,8,5
RM410,42,2,4556,19,5
RM414,42,2,4523,7,6
RM442,42,1,2093,8,2
RM452,42,3,7406,10,10
RM489,42,2,4089,10,10
RM548,42,1,2759,7,2
RM598,42,2,6062,8,4
RM605,42,2,4434,10,9
RM633,42,1,2515,8,2
RM644,42,2,5231,17,5
RM673,42,2,6244,10,5
RM825,42,2,4272,16,1
RM840,42,2,5155,9,6
RM879,42,2,6272,10,4
RM926,42,2,2372,18,1
RM1051,42,1,3673,12,12
RM1089,42,1,4841,4,1
RM1094,42,3,10124,24,20
RM1264,42,1,2766,7,5
RM1288,42,2,5538,10,0
RM1321,42,1,2936,10,6
RM1326,42,1,3968,8,0
RM1379,42,2,5087,14,0
RM1405,42,2,4332,20,20
RM1420,42,2,5410,9,4
RM036,43,1,2645,6,5
RM131,43,1,4739,18,3
RM194,43,1,2089,7,5
RM316,43,1,2455,9,8
RM331,43,2,5257,9,9
RM334,43,3,9985,10,1
RM396,43,1,2258,8,3
RM397,43,2,4522,8,5
RM492,43,2,5679,10,8
RM549,43,2,6804,7,2
RM651,43,2,5562,12,5
RM662,43,2,4765,4,1
RM776,43,3,10798,18,1
RM813,43,3,10820,18,8
RM850,43,2,5346,7,4
RM927,43,3,10231,23,21
RM996,43,2,4081,20,20
RM1134,43,1,4876,8,6
RM1217,43,2,7847,10,10
RM1263,43,1,2437,6,1
RM1270,43,1,3539,10,9
RM1294,43,1,2438,7,3
RM1317,43,2,5675,7,7
RM1400,43,3,7510,10,10
RM029,44,3,10248,24,22
RM032,44,2,6465,9,4
RM053,44,2,5454,9,4
RM100,44,2,2042,17,3
RM287,44,1,3161,19,1
RM494,44,2,5985,10,2
RM544,44,1,3708,9,5
RM618,44,2,5933,10,5
RM632,44,1,2818,10,3
RM659,44,1,2559,8,8
RM790,44,3,10482,24,20
RM858,44,1,2936,6,6
RM863,44,1,2290,6,0
RM876,44,2,4541,20,20
RM892,44,1,2011,10,10
RM929,44,3,7978,10,10
RM954,44,1,2362,10,3
RM1043,44,1,3162,7,5
RM1047,44,1,3420,6,5
RM1052,44,2,4768,11,1
RM1063,44,3,10209,16,2
RM1166,44,2,5743,14,10
RM1201,44,1,3195,8,2
RM1215,44,3,7879,9,8
RM1280,44,1,2342,6,5
RM1353,44,2,5033,10,2
RM1436,44,1,2436,6,4
RM068,45,3,9724,25,1
RM142,45,1,3452,9,6
RM154,45,2,2348,20,17
RM175,45,2,5006,9,5
RM219,45,3,8865,23,19
RM250,45,2,6434,9,3
RM312,45,3,5210,24,24
RM335,45,2,3697,12,10
RM408,45,1,2654,8,2
RM453,45,2,4805,9,8
RM505,45,2,4286,5,1
RM565,45,2,6632,9,8
RM604,45,1,2274,1,1
RM626,45,3,10761,18,5
RM697,45,2,4447,9,9
RM714,45,1,2270,8,5
RM719,45,2,3633,9,9
RM760,45,1,2177,6,6
RM806,45,2,5593,15,15
RM855,45,1,4477,7,3
RM1035,45,3,10851,24,7
RM1038,45,3,9380,10,3
RM1093,45,1,2132,8,5
RM1100,45,3,7441,10,10
RM1143,45,2,5769,10,10
RM1144,45,2,4385,10,10
RM1161,45,2,5770,10,10
RM1222,45,3,10748,25,23
RM1244,45,3,9756,9,5
RM1315,45,2,5154,10,8
RM1347,45,2,5906,10,9
RM1363,45,2,5399,12,4
RM1455,45,2,4850,8,5
RM049,46,2,5772,14,9
RM080,46,2,5021,16,4
RM090,46,3,9619,9,9
RM094,46,3,10673,21,10
RM179,46,3,10453,24,24
RM210,46,3,9396,17,4
RM366,46,2,5258,7,1
RM413,46,2,4810,19,10
RM434,46,3,9071,15,3
RM466,46,3,10527,28,2
RM724,46,3,10845,13,8
RM779,46,2,4615,19,16
RM878,46,2,7379,12,6
RM944,46,1,3423,10,7
RM1032,46,3,10096,28,7
RM1232,46,2,5562,19,10
RM1236,46,3,10368,13,10
RM1286,46,2,7991,6,2
RM1299,46,2,8926,13,9
RM1323,46,3,8578,12,9
RM1334,46,3,7314,14,8
RM348,47,2,2976,5,0
RM429,47,2,5070,20,5
RM533,47,2,4960,20,7
RM567,47,2,6397,8,5
RM652,47,2,4537,8,7
RM666,47,1,3294,3,3
RM708,47,2,5067,20,19
RM720,47,2,4163,9,9
RM1021,47,1,3420,17,6
RM1068,47,2,4591,11,5
RM1235,47,2,4978,4,1
RM1304,47,3,10333,28,22
RM1322,47,1,2105,7,2
RM1371,47,2,5467,16,8
RM1415,47,3,8633,25,17
RM051,48,3,5381,23,1
RM445,48,2,4051,14,9
RM521,48,2,8120,12,2
RM679,48,1,2259,13,0
RM736,48,2,4240,19,2
RM737,48,3,10999,27,15
RM902,48,1,2559,7,1
RM970,48,3,7898,11,10
RM1039,48,2,5486,15,2
RM1104,48,2,6439,18,8
RM1115,48,1,2367,10,8
RM1205,48,1,2655,19,9
RM002,49,2,5130,10,10
RM130,49,2,6567,16,15
RM202,49,2,6804,7,7
RM376,49,3,10965,26,5
RM608,49,3,7654,9,9
RM640,49,1,3580,7,4
RM678,49,3,7403,29,26
RM1007,49,2,4284,20,4
RM1045,49,2,6651,20,3
RM1055,49,3,10466,29,8
RM1072,49,2,4789,10,3
RM1148,49,1,3211,10,9
RM1193,49,1,2587,17,2
RM1255,49,2,4507,8,5
RM1469,49,2,5390,17,9
RM1469,49,2,5390,17,9
RM037,50,1,2683,3,3
RM132,50,3,9208,16,2
RM184,50,1,3690,5,3
RM368,50,3,10496,20,4
RM524,50,1,3221,20,20
RM529,50,2,6796,18,4
RM540,50,1,3875,4,2
RM743,50,1,2380,8,1
RM752,50,2,6347,19,18
RM802,50,2,4728,5,0
RM1139,50,4,11245,32,30
RM1453,50,2,6728,12,6
RM1462,50,3,10854,20,3
RM1462,50,3,10854,20,3
RM088,51,1,2075,10,4
RM092,51,2,5441,11,10
RM111,51,3,7484,23,13
RM137,51,3,10650,18,4
RM157,51,2,6132,10,1
RM259,51,1,2723,1,1
RM300,51,2,5482,13,4
RM377,51,2,4936,18,7
RM780,51,1,2461,18,10
RM931,51,1,2838,8,7
RM988,51,3,10596,14,4
RM231,52,1,3212,6,2
RM318,52,2,4941,11,8
RM407,52,3,7969,28,5
RM469,52,2,5577,18,10
RM571,52,1,4258,5,4
RM588,52,2,3149,9,5
RM807,52,3,10445,18,8
RM948,52,3,8446,10,8
RM1001,52,1,2950,12,5
RM1435,52,1,3482,16,9
RM153,53,2,2306,13,7
RM185,53,2,4450,5,4
RM503,53,2,8381,18,14
RM557,53,2,2450,19,2
RM625,53,3,10934,35,5
RM761,53,3,7525,30,15
RM1112,53,3,10169,34,33
RM1204,53,3,7005,11,4
RM1397,53,3,10448,15,2
RM220,54,2,5940,16,6
RM333,54,2,4869,20,4
RM432,54,2,3780,19,1
RM511,54,3,10725,16,9
RM576,54,2,5485,9,5
RM729,54,3,10739,22,10
RM772,54,3,10686,13,9
RM891,54,3,10502,33,5
RM1306,54,2,6854,14,7
RM1398,54,2,2897,9,4
RM1407,54,2,4440,9,5
RM083,55,3,10239,24,1
RM284,55,2,5415,12,10
RM609,55,2,5160,12,9
RM746,55,2,6385,17,8
RM788,55,3,10976,23,3
RM1066,55,2,4035,4,3
RM1208,55,1,3537,8,4
RM1337,55,1,2662,19,5
RM086,56,3,7260,37,6
RM123,56,1,4963,7,5
RM176,56,1,4257,19,2
RM553,56,4,11103,30,10
RM773,56,1,2942,18,5
RM1024,56,1,2066,5,3
RM1355,56,1,2587,5,4
RM1372,56,2,5380,6,0
RM1442,56,2,6306,13,13
RM1445,56,1,2339,14,10
RM164,57,3,9439,12,5
RM361,57,2,6755,15,3
RM1054,57,2,4900,13,12
RM127,58,3,10312,40,40
RM158,58,1,3346,9,1
RM309,58,2,5660,12,5
RM661,58,1,2380,3,1
RM675,58,3,10552,24,6
RM701,58,1,2479,7,1
RM939,58,1,2372,2,2
RM967,58,3,10008,31,10
RM007,59,1,2670,12,1
RM064,59,3,7637,28,21
RM071,59,2,5473,20,4
RM226,59,1,2177,7,1
RM233,59,1,2267,7,2
RM898,59,2,5171,13,6
RM920,59,3,10512,25,9
RM428,60,3,10266,22,18
RM537,60,2,5405,10,2
RM880,60,2,5220,12,11
RM1210,60,3,10883,19,1
